"User_id"; "Class"; "ServerTime"; "Iteraction"; "Name"; "Piece"; "Target"; "Coordinates(cd1)"; "Timestamp(cd2)"
"255f7c"; "COMMANDO"; "2021-09-02 07:08:14"; "Player"; "MovementEnd"; NULL; NULL; "-42,99461|0|101,6645"; "193"
"255f7c"; "COMMANDO"; "2021-09-02 07:08:15"; "Player"; "MovementStart"; NULL; NULL; "-43,03897|5,960464E-08|101,7023"; "194"
"255f7c"; "COMMANDO"; "2021-09-02 07:08:16"; "Player"; "MovementEnd"; NULL; NULL; "-41,67871|-1,192093E-07|103,5258"; "195"
"255f7c"; "COMMANDO"; "2021-09-02 07:08:16"; "Player"; "TrackStats"; NULL; NULL; "-41,67872|-1,192093E-07|103,5257"; "195"
"255f7c"; "COMMANDO"; "2021-09-02 07:08:16"; "Player"; "MovementStart"; NULL; NULL; "-41,63348|-2,384186E-07|103,5636"; "195"
"255f7c"; "COMMANDO"; "2021-09-02 07:08:17"; "Player"; "MovementEnd"; NULL; NULL; "-40,92316|0|104,1173"; "196"
"255f7c"; "COMMANDO"; "2021-09-02 07:08:17"; "Player"; "MovementStart"; NULL; NULL; "-40,87659|-5,960464E-08|104,1364"; "196"
"255f7c"; "COMMANDO"; "2021-09-02 07:08:17"; "Player"; "MovementEnd"; NULL; NULL; "-40,24287|-2,384186E-07|104,521"; "197"
"255f7c"; "COMMANDO"; "2021-09-02 07:08:18"; "Player"; "MovementStart"; NULL; NULL; "-40,29333|-5,960464E-08|104,4912"; "197"
"255f7c"; "COMMANDO"; "2021-09-02 07:08:19"; "Player"; "MovementEnd"; NULL; NULL; "-43,21793|-1,192093E-07|103,191"; "198"
"255f7c"; "COMMANDO"; "2021-09-02 07:08:19"; "Player"; "MovementStart"; NULL; NULL; "-43,36121|0|103,1721"; "198"
"255f7c"; "COMMANDO"; "2021-09-02 07:08:20"; "Player"; "MovementEnd"; NULL; NULL; "-45,41013|-1,192093E-07|103,2225"; "199"
"255f7c"; "COMMANDO"; "2021-09-02 07:08:21"; "Player"; "MovementStart"; NULL; NULL; "-45,3314|5,960464E-08|103,2075"; "200"
"255f7c"; "COMMANDO"; "2021-09-02 07:08:21"; "Player"; "TrackStats"; NULL; NULL; "-44,09273|-1,788139E-07|103,7228"; "200"
"255f7c"; "COMMANDO"; "2021-09-02 07:08:21"; "Player"; "MovementEnd"; NULL; NULL; "-44,09268|0|103,723"; "200"
"255f7c"; "COMMANDO"; "2021-09-02 07:08:22"; "Player"; "MovementStart"; NULL; NULL; "-43,99165|-1,192093E-07|103,7813"; "201"
"255f7c"; "COMMANDO"; "2021-09-02 07:08:22"; "Player"; "MovementEnd"; NULL; NULL; "-43,21035|-1,192093E-07|104,201"; "202"
"255f7c"; "COMMANDO"; "2021-09-02 07:08:23"; "Player"; "FreezeStart"; "(0,5, -0,1, -0,9)"; NULL; "-43,21035|-1,192093E-07|104,201"; "203"
"255f7c"; "COMMANDO"; "2021-09-02 07:08:26"; "Player"; "TrackStats"; NULL; NULL; "-43,21035|-1,192093E-07|104,201"; "205"
"255f7c"; "COMMANDO"; "2021-09-02 07:08:26"; "Player"; "MovementStart"; NULL; NULL; "-43,15442|-1,192093E-07|104,2311"; "206"
"255f7c"; "COMMANDO"; "2021-09-02 07:08:27"; "Player"; "FreezeEnd"; NULL; NULL; "-40,98413|0|105,3981"; "207"
"255f7c"; "COMMANDO"; "2021-09-02 07:08:28"; "Player"; "MovementEnd"; NULL; NULL; "-39,88145|-1,192093E-07|105,9463"; "207"
"255f7c"; "COMMANDO"; "2021-09-02 07:08:29"; "Player"; "MovementStart"; NULL; NULL; "-39,93518|-1,192093E-07|105,9208"; "208"
"255f7c"; "COMMANDO"; "2021-09-02 07:08:30"; "Player"; "PlayerInventory"; NULL; NULL; "-41,71512|-2,980232E-07|104,0362"; "209"
"255f7c"; "COMMANDO"; "2021-09-02 07:08:30"; "Player"; "MovementEnd"; NULL; NULL; "-41,71512|-2,980232E-07|104,0362"; "209"
"255f7c"; "COMMANDO"; "2021-09-02 07:08:31"; "Player"; "TrackStats"; NULL; NULL; "-41,71512|-2,980232E-07|104,0362"; "210"
"255f7c"; "COMMANDO"; "2021-09-02 07:08:31"; "Player"; "FreezeStart"; "(0,3, -0,1, -1,0)"; NULL; "-41,71512|-2,980232E-07|104,0362"; "211"
"255f7c"; "COMMANDO"; "2021-09-02 07:08:36"; "Player"; "TrackStats"; NULL; NULL; "-41,71512|-2,980232E-07|104,0362"; "215"
"255f7c"; "COMMANDO"; "2021-09-02 07:08:39"; "Player"; "MovementStart"; NULL; NULL; "-41,7051|-5,960464E-08|103,9781"; "218"
"255f7c"; "COMMANDO"; "2021-09-02 07:08:39"; "Player"; "FreezeEnd"; NULL; NULL; "-42,09779|-2,384186E-07|103,1111"; "219"
"255f7c"; "COMMANDO"; "2021-09-02 07:08:41"; "Player"; "TrackStats"; NULL; NULL; "-46,40564|-2,980232E-07|100,1338"; "220"
"255f7c"; "COMMANDO"; "2021-09-02 07:08:46"; "Player"; "TrackStats"; NULL; NULL; "-45,21617|-5,960464E-08|93,60271"; "225"
"255f7c"; "COMMANDO"; "2021-09-02 07:08:51"; "Player"; "TrackStats"; NULL; NULL; "-34,37251|-5,960464E-08|101,4477"; "230"
"255f7c"; "COMMANDO"; "2021-09-02 07:08:55"; "Player"; "FreezeStart"; "(0,1, -0,1, -1,0)"; NULL; "-25,23225|0,06308293|99,06198"; "234"
"255f7c"; "COMMANDO"; "2021-09-02 07:08:56"; "Player"; "FreezeEnd"; NULL; NULL; "-22,81805|0,08812928|97,20357"; "235"
"255f7c"; "COMMANDO"; "2021-09-02 07:08:56"; "Player"; "TrackStats"; NULL; NULL; "-21,29916|-0,0001368523|96,36699"; "235"
"255f7c"; "COMMANDO"; "2021-09-02 07:08:59"; "Devices"; "HearIntruder"; "Gatekeeper#937F4C8F57D4BBBE"; NULL; "-15,42604|0,1153306|92,08312"; "238"
"255f7c"; "COMMANDO"; "2021-09-02 07:09:00"; "Devices"; "HearIntruder"; "Gatekeeper#937F4C8F57D4BBBE"; NULL; "-13,96867|0,2452605|87,5734"; "240"
"255f7c"; "COMMANDO"; "2021-09-02 07:09:01"; "Player"; "TrackStats"; NULL; NULL; "-13,34115|0,1650722|85,8703"; "240"
"255f7c"; "COMMANDO"; "2021-09-02 07:09:01"; "Devices"; "HearIntruder"; "Gatekeeper#937F4C8F57D4BBBE"; NULL; "-13,17977|0,1565247|85,81253"; "241"
"255f7c"; "COMMANDO"; "2021-09-02 07:09:01"; "Player"; "MovementEnd"; NULL; NULL; "-13,17977|0,1565247|85,81253"; "241"
"255f7c"; "COMMANDO"; "2021-09-02 07:09:04"; "Player"; "MovementStart"; NULL; NULL; "-13,18448|0,1549958|85,762"; "243"
"255f7c"; "COMMANDO"; "2021-09-02 07:09:05"; "Devices"; "HearIntruder"; "Gatekeeper#937F4C8F57D4BBBE"; NULL; "-12,37866|0,06560588|84,82755"; "244"
"255f7c"; "COMMANDO"; "2021-09-02 07:09:05"; "Devices"; "HearIntruder"; "Gatekeeper#937F4C8F57D4BBBE"; NULL; "-11,2205|5,227327E-05|83,53659"; "244"
"255f7c"; "COMMANDO"; "2021-09-02 07:09:06"; "Devices"; "HearIntruder"; "Gatekeeper#937F4C8F57D4BBBE"; NULL; "-10,23419|5,960464E-08|82,31751"; "245"
"255f7c"; "COMMANDO"; "2021-09-02 07:09:06"; "Player"; "TrackStats"; NULL; NULL; "-10,05078|-1,192093E-07|80,92449"; "245"
"255f7c"; "COMMANDO"; "2021-09-02 07:09:06"; "Devices"; "HearIntruder"; "Gatekeeper#937F4C8F57D4BBBE"; NULL; "-9,973108|-1,788139E-07|80,08346"; "246"
"255f7c"; "COMMANDO"; "2021-09-02 07:09:07"; "Devices"; "HearIntruder"; "Gatekeeper#937F4C8F57D4BBBE"; NULL; "-10,68983|0,03707141|77,79248"; "247"
"255f7c"; "COMMANDO"; "2021-09-02 07:09:08"; "Devices"; "HearIntruder"; "Gatekeeper#937F4C8F57D4BBBE"; NULL; "-10,87529|0,07305455|75,64085"; "247"
"255f7c"; "COMMANDO"; "2021-09-02 07:09:09"; "Player"; "MovementEnd"; NULL; NULL; "-10,4741|0,0457657|74,4417"; "248"
"255f7c"; "COMMANDO"; "2021-09-02 07:09:09"; "Devices"; "HearIntruder"; "Gatekeeper#937F4C8F57D4BBBE"; NULL; "-10,4741|0,0457657|74,4417"; "248"
"255f7c"; "COMMANDO"; "2021-09-02 07:09:10"; "Player"; "FreezeStart"; "(-0,3, -0,1, 0,9)"; NULL; "-10,4741|0,0457657|74,4417"; "249"
"255f7c"; "COMMANDO"; "2021-09-02 07:09:11"; "Player"; "TrackStats"; NULL; NULL; "-10,48153|0,04613876|74,43767"; "250"
"255f7c"; "COMMANDO"; "2021-09-02 07:09:11"; "Player"; "MovementStart"; NULL; NULL; "-10,55686|0,05711114|74,33825"; "251"
"255f7c"; "COMMANDO"; "2021-09-02 07:09:12"; "Player"; "FreezeEnd"; NULL; NULL; "-10,38265|0,09661424|73,60429"; "251"
"255f7c"; "COMMANDO"; "2021-09-02 07:09:12"; "Devices"; "HearIntruder"; "Gatekeeper#937F4C8F57D4BBBE"; NULL; "-10,20354|0,1091353|73,1188"; "251"
"255f7c"; "COMMANDO"; "2021-09-02 07:09:12"; "Devices"; "HearIntruder"; "Gatekeeper#937F4C8F57D4BBBE"; NULL; "-10,05991|0,0235765|71,55936"; "252"
"255f7c"; "COMMANDO"; "2021-09-02 07:09:13"; "Player"; "MovementEnd"; NULL; NULL; "-10,17863|0,0189386|71,43617"; "252"
"255f7c"; "COMMANDO"; "2021-09-02 07:09:16"; "Player"; "TrackStats"; NULL; NULL; "-10,1387|0,01947695|71,46385"; "255"
"255f7c"; "COMMANDO"; "2021-09-02 07:09:16"; "Player"; "MovementStart"; NULL; NULL; "-10,15572|0,01562381|71,40254"; "255"
"255f7c"; "COMMANDO"; "2021-09-02 07:09:17"; "Devices"; "HearIntruder"; "Gatekeeper#937F4C8F57D4BBBE"; NULL; "-10,44037|-1,192093E-07|69,12106"; "256"
"255f7c"; "COMMANDO"; "2021-09-02 07:09:18"; "Player"; "MovementEnd"; NULL; NULL; "-12,03526|0,1169105|67,55634"; "257"
"255f7c"; "COMMANDO"; "2021-09-02 07:09:18"; "Devices"; "HearIntruder"; "Gatekeeper#937F4C8F57D4BBBE"; NULL; "-12,04543|0,1186385|67,56316"; "257"
"255f7c"; "COMMANDO"; "2021-09-02 07:09:19"; "Player"; "MovementStart"; NULL; NULL; "-12,111|0,127701|67,53651"; "258"
"255f7c"; "COMMANDO"; "2021-09-02 07:09:20"; "Devices"; "HearIntruder"; "Gatekeeper#937F4C8F57D4BBBE"; NULL; "-13,76298|0,03243929|66,41989"; "259"
